material_id,formula,band_gap,poly_total,poly_electronic,ionic_polarization_fraction,density,volume,cluster
mp-29750,CsMgBr3,4.04,10.89,2.97,0.7272727272727272,3.7586,350.718440945,1
mp-27837,NaHF2,6.8100000000000005,4.9,1.7000000000000002,0.6530612244897959,2.0727,49.6664656215,2
mp-510625,CrCuO2,1.67,9.9,7.25,0.2676767676767677,5.3219,46.0357198473,0
mp-4043,NbCu3Se4,1.36,7.74,7.38,0.0465116279069767,5.3453,186.213332176,0
mp-29091,Ti(CuS)4,1.43,10.78,9.83,0.0881261595547309,4.5467,157.14994218799998,0
mp-5811,CsPbF3,2.92,23.83,2.9,0.878304657994125,5.5963,117.828085341,2
mp-9306,Sr2ZnN2,0.74,17.84,6.28,0.647982062780269,4.5869,97.2506463233,0
mp-4979,AlCuS2,1.69,8.68,6.62,0.2373271889400922,3.4358,149.485112152,0
mp-4452,Cd(GaS2)2,2.11,9.52,5.82,0.388655462184874,3.8194,165.252802325,0
mp-34337,H4NCl,4.93,7.32,2.79,0.6188524590163934,1.524,58.2808730263,2
mp-3980,LiSbF6,4.93,5.51,2.01,0.6352087114337568,3.5645,113.055815972,2
mp-8277,Sr(CdP)2,0.71,22.74,12.15,0.4656992084432718,5.0832,122.302990793,0
mp-561238,AlFeF5,4.38,6.65,2.13,0.6796992481203007,3.421,86.3125774786,2
mp-581024,CsK2Sb,0.86,19.59,7.64,0.6100051046452272,3.2905,167.981709351,1
mp-6984,K2SiAs2,1.0,11.18,6.38,0.4293381037567084,2.7787,306.118446786,1
mp-4541,NaCuO2,0.49,9.15,5.79,0.3672131147540983,4.0711,48.3484116631,0
mp-7233,La2SeO2,2.41,16.76,5.44,0.675417661097852,6.1741,104.565316981,0
mp-553896,K3MoF6,3.35,2.7,2.02,0.2518518518518518,2.7852,195.093502563,1
mp-643101,Rb2H6Pt,4.06,5.76,2.67,0.5364583333333334,3.8879,158.910959005,2
mp-4666,CdSiP2,1.43,13.52,10.82,0.1997041420118343,3.8696,173.74811502,0
mp-3161,LiAlSi,0.11,19.23,15.55,0.1913676547061882,1.9667,52.3552505341,0
mp-13097,NaZnAs,0.36,26.94,16.71,0.3797327394209354,4.3121,125.764931202,0
mp-697030,Mg2H6Ru,3.07,18.15,5.3,0.7079889807162535,3.5296,73.2629638766,2
mp-7939,NaNbSe2,0.5,14.41,12.35,0.1429562803608605,5.4411,167.143722913,0
mp-23736,LiMgH3,4.05,10.97,3.95,0.6399270738377392,1.2044,94.4916343258,2
mp-561800,KCrO2,2.93,9.64,4.38,0.5456431535269709,4.0272,50.75435767810001,2
mp-28069,Ca3AsCl3,1.84,11.24,4.46,0.603202846975089,2.5861,193.59488301,2
mp-570213,LiMgBi,0.36,25.05,19.53,0.2203592814371257,4.9655,80.3345053103,0
mp-19448,Ni3TeO6,1.69,10.07,4.73,0.5302879841112215,6.179,107.408417319,0
mp-4342,KNbO3,1.48,12.26,5.68,0.5367047308319739,4.3653,68.4707479205,0
mp-23067,K2PdCl6,1.2,9.85,3.5700000000000003,0.6375634517766497,2.6479,249.162307533,1
mp-773137,KCaBi,0.8300000000000001,14.75,7.33,0.5030508474576271,3.8127,251.000454806,1
mp-9200,K3AuO,0.56,13.99,4.96,0.6454610436025732,3.6449,150.46282867,0
mp-9819,RbAsF6,5.07,5.51,1.95,0.6460980036297641,3.4149,133.420951831,2
mp-23891,NaHO,2.8,4.89,2.34,0.5214723926380368,1.9587,67.8169678758,2
mp-4511,La2SO2,3.06,16.88,5.12,0.6966824644549763,5.7002,99.5935073244,2
mp-15788,LiYS2,1.92,21.16,5.84,0.724007561436673,3.2349,82.1135666997,2
mp-4730,Ga2HgSe4,0.92,14.14,8.78,0.379066478076379,5.7151,190.57992473,0
mp-3915,BaHgO2,2.27,8.38,3.56,0.5751789976133651,6.1311,100.188765947,0
mp-3432,ScNiSb,0.27,22.4,18.37,0.1799107142857143,6.5614,57.0456402781,0
mp-4495,KLiTe,2.41,8.86,4.49,0.4932279909706547,3.1484,183.162716255,2
mp-30247,Mg(HO)2,4.18,7.14,2.62,0.6330532212885154,2.3041,42.030760731,2
mp-867339,CsK2Bi,0.3,22.89,11.57,0.4945391000436872,3.9329,177.36958558599997,0
mp-29398,Cs2HfI6,2.21,12.36,3.8,0.6925566343042072,4.6293,432.491164176,1
mp-12992,BaTiO3,1.73,11.5,5.89,0.4878260869565217,5.7286,67.5951494724,0
mp-12894,Y2SO2,2.99,15.09,5.1,0.6620278330019881,4.7892,83.8633643847,2
mp-22957,SrClF,5.94,9.85,2.86,0.7096446700507615,3.8447,122.719854364,2
mp-557772,CsNiF3,5.36,17.7,2.31,0.8694915254237289,4.4889,183.921658899,2
mp-15776,Zn(GaSe2)2,1.4,11.03,7.68,0.3037171350861287,4.9239,175.603563675,0
mp-8280,Ba(MgAs)2,1.07,17.0,9.46,0.4435294117647059,4.0403,138.006571704,0
mp-961685,NaCaAs,1.58,10.71,6.53,0.3902894491129784,2.709,84.5834207313,2
mp-30056,CsCaBr3,4.39,19.82,2.97,0.8501513622603432,3.5626,192.360634404,2
mp-10485,BaLiSb,0.6900000000000001,23.99,10.44,0.5648186744476866,4.5395,194.627052965,0
mp-22304,Cd(InSe2)2,0.95,11.36,7.61,0.3301056338028169,5.153,212.015719252,0
mp-8255,CaPtF6,2.64,4.96,2.46,0.5040322580645161,4.5747,126.733866901,2
mp-28145,Rb2PdCl6,1.29,7.12,3.41,0.5210674157303371,3.0841,263.852600006,1
mp-33880,Sr(GaTe2)2,0.29,15.73,9.68,0.3846153846153846,5.1368,238.395336034,0
mp-3810,Hg(AsO3)2,0.71,14.48,5.13,0.6457182320441989,6.8143,108.787065202,0
mp-5621,NbCu3S4,1.66,6.73,6.41,0.0475482912332838,4.0545,168.64675208100002,0
mp-4782,CaSnF6,5.41,4.91,1.94,0.604887983706721,3.0769,147.21046190799998,2
mp-540584,K2PdO2,1.37,10.13,4.29,0.5765054294175715,4.2263,85.1080314014,0
mp-7575,LiZnN,0.51,20.4,10.54,0.4833333333333333,4.7688,30.0596181665,0
mp-13658,RbNO3,3.09,8.53,2.29,0.731535756154748,2.9506,165.990206781,2
mp-3759,MgGeO3,3.65,11.41,3.67,0.6783523225241017,4.7642,101.029924467,2
mp-29529,NaSnP,0.58,16.31,10.61,0.3494788473329246,3.6519,157.033664154,0
mp-571461,K4ZnAs2,0.73,8.87,5.11,0.4239007891770011,2.353,262.257453424,1
mp-23009,Ca2BrN,2.43,14.39,4.96,0.655316191799861,3.4714,83.26531849439999,2
mp-10474,NaPF6,7.01,3.34,1.67,0.5,2.2649,123.135005089,2
mp-37091,Sr(AlTe2)2,1.45,12.95,7.34,0.4332046332046332,4.5216,239.439390543,1
mp-28650,CsBr2F,1.75,5.95,3.5,0.411764705882353,3.6392,142.235436477,0
mp-7502,K2Sn2O3,1.23,10.63,4.88,0.5409219190968956,3.8411,157.191302707,0
mp-8622,Rb2PtSe2,1.0,10.15,5.88,0.4206896551724137,5.685,153.043231204,0
mp-36248,H4BrN,4.05,7.56,3.06,0.5952380952380952,2.4273,67.0025189751,2
mp-752753,SbO2F,1.43,12.54,4.26,0.6602870813397129,5.4348,105.566150422,0
mp-23737,KMgH3,2.46,9.45,3.55,0.6243386243386244,1.6934,65.1378453638,2
mp-19218,Sr3Fe2O5,0.86,16.85,4.58,0.7281899109792284,4.9876,151.332153385,0
mp-4763,ZnSiP2,1.36,12.42,10.53,0.1521739130434782,3.3325,154.878270671,0
mp-15988,Li2CuSb,0.45,28.8,19.9,0.3090277777777778,5.2071,63.5201011857,0
mp-8290,BaSnF6,4.99,10.45,2.35,0.7751196172248804,4.8769,125.990227773,2
mp-561317,Rb2NiF4,4.71,6.38,2.25,0.6473354231974922,4.2282,120.026353345,2
mp-8430,KLiS,3.06,8.68,3.66,0.5783410138248848,1.9648,132.0110034,2
mp-5858,CdPtF6,2.19,5.55,3.02,0.4558558558558558,5.8838,118.951338278,0
mp-8017,AlCuTe2,1.02,11.7,10.05,0.141025641025641,5.1293,223.849655618,0
mp-23475,Rb2PbCl6,1.25,10.19,3.07,0.6987242394504417,3.371,291.040697085,1
mp-510624,SrFeO3,0.33,70.86,53.41,0.2462602314422805,5.3113,59.8597533517,0
mp-28163,K2PdF4,1.87,6.09,2.29,0.6239737274220033,3.3336,129.813807677,2
mp-15704,BeSiN2,3.56,8.53,4.57,0.4642438452520516,3.1929,67.7259119311,2
mp-3159,Al2CdSe4,2.0,9.31,6.16,0.3383458646616541,4.2576,188.090225186,0
mp-643257,K2H4Pd,2.65,6.09,2.81,0.5385878489326765,2.3371,134.035703435,2
mp-22947,K2ReCl6,1.08,11.84,3.03,0.7440878378378379,3.0729,257.817865262,1
mp-24205,SrHI,3.59,7.37,3.87,0.4748982360922659,4.157,172.186710494,2
mp-760403,CaCd3O4,0.19,20.01,6.07,0.6966516741629185,6.646,110.263002358,0
mp-7089,KMgSb,1.27,12.97,7.82,0.3970701619121048,3.1348,196.168389065,1
mp-8207,Zn(PtO2)3,0.31,18.6,15.76,0.1526881720430107,10.608,116.872282502,0
mp-10163,NaAlTe2,1.28,17.85,7.51,0.5792717086834733,4.2691,237.401454846,1
mp-19292,Co(AsO3)2,1.98,11.96,4.45,0.6279264214046822,5.4184,93.4008784661,0
mp-28554,Ca2AsI,1.56,13.48,6.24,0.5370919881305638,3.7098,126.215828814,0
mp-7435,KCuSe,0.18,52.03,45.99,0.1160868729579089,4.0378,149.378019039,0
mp-644225,Sr2MgH6,2.73,17.36,4.7,0.7292626728110599,3.1064,109.900729525,2
mp-9295,TaCu3Te4,1.14,9.73,9.15,0.0596094552929085,6.8225,214.668405743,0
mp-24204,CaHI,3.53,7.83,4.1,0.4763729246487867,3.6489,152.89183236,2
mp-867192,Sr2AsAu,0.5,40.06,22.62,0.4353469795307039,6.5728,112.962180107,0
mp-22607,Zn(InSe2)2,0.99,11.5,7.8,0.3217391304347826,5.1062,198.666583845,0
mp-570099,RbVBr3,0.58,14.88,3.5,0.7647849462365591,3.8813,321.835093603,1
mp-8978,CsNbN2,1.52,27.92,7.66,0.7256446991404012,4.6221,182.383701873,0
mp-6951,RbCdF3,3.17,15.1,2.39,0.8417218543046359,4.6354,91.3029917631,2
mp-34903,MgGeP2,1.5,12.04,9.61,0.2018272425249169,2.926,180.334180033,1
mp-38220,RbNO3,3.01,5.15,2.13,0.5864077669902912,2.5917,188.978123809,2
mp-9791,Tl3AsS3,1.22,22.38,8.48,0.6210902591599643,6.378,204.180208659,0
mp-4651,SrTiO3,1.85,7.8,6.43,0.1756410256410256,4.972,122.558549532,0
mp-561078,Rb2CoF6,1.18,7.02,2.38,0.6609686609686609,3.4367,166.14508040299998,2
mp-27409,RbNiBr3,0.47,10.53,4.15,0.6058879392212726,4.2319,301.255838195,1
mp-4555,Ca(AsO3)2,3.29,10.65,3.63,0.6591549295774647,4.3954,108.015811253,2
mp-867168,Sr2SbAu,0.62,35.08,22.35,0.362884834663626,6.5637,124.968854511,0
mp-23024,SrBrF,5.0,10.1,3.18,0.6851485148514852,4.5557,135.974467561,2
mp-4026,KCrS2,1.16,11.64,7.74,0.3350515463917525,3.1154,82.7303739859,0
mp-5606,AlTlF4,4.25,96.91,2.71,0.9720359096068518,5.7617,88.5804580683,2
mp-8812,Rb2GeF6,5.97,5.98,1.95,0.6739130434782609,3.5695,166.337051861,2
mp-8799,RbNaS,2.29,9.21,3.59,0.6102062975027144,2.7175,171.730222832,2
mp-5928,Al2CdS4,2.73,8.23,5.01,0.3912515188335358,2.9998,163.082913037,2
mp-5339,CsNaTe,1.97,9.21,4.32,0.530944625407166,3.7758,249.356623052,1
mp-29208,Ca(MgBi)2,0.39,24.24,16.75,0.308993399339934,5.4425,154.580044147,0
mp-7437,KZnP,0.84,13.05,8.52,0.3471264367816092,2.9932,150.288740222,0
mp-5962,NaMgAs,0.95,18.56,8.31,0.5522629310344828,2.8824,140.81852416200002,0
mp-18966,FeAgO2,1.17,13.44,7.22,0.462797619047619,6.2889,103.352623251,0
mp-18814,MnCO3,3.46,8.89,3.19,0.641169853768279,3.5473,107.615851356,2
mp-16236,KAgSe,0.48,18.25,7.08,0.6120547945205479,4.6267,162.18172641799998,0
mp-28591,Na4HgP2,0.88,10.11,6.0,0.4065281899109793,3.1322,187.934788438,1
mp-5077,NaLi2Sb,0.68,17.48,9.26,0.4702517162471396,3.2813,80.2753643666,0
mp-28627,K4Br2O,0.99,11.22,2.7,0.7593582887700534,2.4018,229.675489278,1
mp-10086,YSF,1.31,17.56,5.82,0.6685649202733486,4.6852,99.2124718478,0
mp-8276,Sr(ZnP)2,0.8300000000000001,19.78,11.15,0.4362992922143579,4.4528,104.541084512,0
mp-21855,VCu3Se4,0.8200000000000001,9.0,8.23,0.0855555555555555,5.1309,180.413844393,0
mp-3970,K2TiF6,4.73,10.09,2.26,0.77601585728444,2.8478,139.974828564,2
mp-7421,KZnAs,0.28,40.07,34.68,0.1345145994509608,3.6213,164.528162091,0
mp-19147,NiCO3,3.4,6.85,3.53,0.4846715328467153,4.2338,93.1106944322,2
mp-8217,Cs2GeF6,6.03,5.73,2.02,0.6474694589877835,3.8941,192.930065733,2
mp-3668,CdGeP2,0.65,16.12,13.44,0.1662531017369727,4.428,185.246443392,0
mp-29149,Li4NCl,1.76,10.03,4.04,0.5972083748753739,1.6643,77.0434999121,2
mp-2894,ScSnAu,0.12,23.01,21.44,0.0682312038244241,8.6353,69.349296677,0
mp-20042,TlInS2,0.47,45.63,9.85,0.7841332456717072,6.4014,198.867442916,0
mp-19299,CrBO3,2.3,8.5,4.71,0.4458823529411764,4.0465,90.9383415336,2
mp-5380,Ca4P2O,1.27,31.26,7.37,0.7642354446577095,2.5742,153.695226537,2
mp-7824,K2ReF6,1.7000000000000002,8.58,2.25,0.7377622377622378,4.3277,145.191425164,2
mp-33985,Ba(InTe2)2,0.87,14.13,8.64,0.3885350318471337,5.3178,273.966034187,1
mp-19378,CrAgO2,1.66,10.13,7.13,0.2961500493583415,6.2808,50.7257430954,0
mp-644203,CsCaH3,3.15,9.46,3.42,0.6384778012684988,2.9409,99.3835407905,2
mp-9125,Ca(SbO3)2,2.69,9.79,3.58,0.634320735444331,5.0366,125.148802682,2
mp-5860,K2HgO2,2.08,6.88,3.05,0.5566860465116279,4.5661,113.020745586,2
mp-19384,Ni(AsO3)2,2.24,10.78,4.29,0.6020408163265306,5.5014,91.9188691317,0
mp-7752,Sr3SbN,0.26,38.53,12.06,0.6869971450817545,4.6645,141.909754456,0
mp-7562,TaTl3S4,2.53,20.09,6.32,0.6854156296665007,6.3536,241.054144252,0
mp-5955,NaSbF6,4.89,3.47,1.73,0.5014409221902016,2.8286,151.89105233200002,2
mp-22978,Rb2MnCl4,1.29,11.03,2.85,0.7416137805983681,2.8697,212.750265603,1
mp-27833,Tl2TeCl6,2.5700000000000003,5.15,3.94,0.2349514563106796,4.4566,279.104188091,1
mp-555403,K3WF6,2.62,2.6,2.01,0.2269230769230769,3.5016,196.858786167,1
mp-27361,Nb(SeCl)2,0.98,6.63,5.36,0.1915535444947209,3.9846,268.167747347,1
mp-8212,Cd(PtO2)3,0.23,19.26,17.37,0.0981308411214953,10.7682,122.385863624,0
mp-8579,Ba(AgS)2,0.88,19.77,7.51,0.620131512392514,5.6107,123.472301588,0
mp-10550,SrMg2N2,1.69,18.54,6.17,0.6672060409924487,3.7066,73.5796212004,2
mp-9384,CsAu3S2,2.35,14.52,4.66,0.6790633608815427,6.5117,200.930567238,0
mp-7041,CaHgO2,2.13,7.97,4.13,0.4818067754077791,6.265,72.2705405905,0
mp-8756,KLiSe,2.52,8.85,4.03,0.5446327683615819,2.7662,150.086080045,2
mp-556953,RbPS3,1.83,7.73,3.46,0.5523932729624838,2.291,308.224888021,1
mp-9244,LiBC,0.85,17.14,11.67,0.3191365227537923,2.1384,46.2214122348,0
mp-614013,CsSnI3,0.46,169.58,7.35,0.956657624719896,4.2268,248.410750073,0
mp-9126,Sr(SbO3)2,2.78,9.47,3.45,0.6356916578669481,5.2304,135.60552557399998,2
mp-10418,RbSbO2,2.25,10.48,3.47,0.6688931297709924,4.4129,180.03815875200002,2
mp-27891,Bi2SO2,0.8200000000000001,259.32,10.73,0.958622551287984,8.7376,183.209972012,3
mp-3098,AlCuO2,1.81,9.6,5.5600000000000005,0.4208333333333333,4.9812,81.6913315587,0
mp-7027,InBO3,2.65,10.11,3.68,0.636003956478734,5.2949,108.903679754,2
mp-33588,Ca2NF,1.69,18.06,4.58,0.7464008859357697,2.9862,125.850379411,2
mp-8278,Ba(MgP)2,1.14,16.32,8.42,0.4840686274509804,3.2355,127.222874653,0
mp-569779,ScSbPd,0.28,21.3,18.17,0.1469483568075117,6.9973,64.818636321,0
mp-34293,CsTaN2,2.15,16.94,6.24,0.6316410861865407,6.4684,175.528464161,0
mp-7938,KNbS2,0.81,12.25,10.62,0.1330612244897959,3.9658,164.241127589,0
mp-36111,LiMgP,1.54,11.86,6.97,0.4123102866779089,1.8977,54.4434692514,2
mp-9820,CsAsF6,5.22,4.91,1.99,0.594704684317719,3.5958,148.614724815,2
mp-866818,Ca2SnS4,1.08,9.0,5.48,0.3911111111111111,3.0025,180.90831605,1
mp-27362,Nb(SCl)2,1.51,5.73,4.64,0.1902268760907504,3.0402,248.98152832,1
mp-9911,K3SbS4,2.13,9.39,3.82,0.5931842385516507,2.5015,243.811743071,1
mp-5878,KZnF3,3.69,10.04,2.35,0.7659362549800798,3.8019,70.5258776403,2
mp-13984,CdPdF6,1.78,6.23,3.44,0.4478330658105939,4.7263,116.931251977,0
mp-768368,K4I2O,1.26,7.66,2.96,0.6135770234986945,2.792,253.47731418,1
mp-3595,ZnSiAs2,0.89,15.29,13.52,0.1157619359058208,4.5302,178.36815331900002,0
mp-505297,NbSbRu,0.37,38.63,23.05,0.4033134869272586,8.7904,59.6433663611,0
mp-7848,AlPO4,5.66,3.78,2.14,0.4338624338624338,2.1033,96.280517511,2
mp-557158,CrMoF6,2.59,5.14,2.77,0.4610894941634241,3.8686,112.432270573,2
mp-569066,Cs2PdI6,0.19,12.14,6.43,0.4703459637561779,4.6252,407.003624895,1
mp-7771,Sr(CdAs)2,0.14,149.16,137.1,0.080852775543041,5.7723,132.985849484,3
mp-27849,TiBrN,0.56,49.04,9.18,0.8128058727569332,3.9396,119.518765924,0
mp-28599,Na4Br2O,1.98,9.88,2.99,0.6973684210526315,2.8311,157.0534838,2
mp-27828,Cs2TiCl6,2.23,8.65,2.98,0.6554913294797687,2.9633,294.969368073,1
mp-12954,CuBS2,1.74,9.65,8.35,0.1347150259067357,4.0414,113.795120753,0
mp-570223,CsGeBr3,0.76,11.07,6.55,0.4083107497741643,4.1814,176.822317036,0
mp-3395,SrSeO3,3.7,29.11,3.39,0.8835451734799038,4.4257,161.028712261,2
mp-28237,RbLiBr2,4.32,12.95,2.75,0.7876447876447876,3.1714,264.1166768,2
mp-29342,Ca3PCl3,1.84,10.6,4.37,0.5877358490566038,2.2935,186.48082321400005,2
mp-9899,BaAgP,0.12,42.93,28.2,0.3431167016072676,5.7054,160.759521952,0
mp-23406,Cs2PtCl6,2.1,7.05,2.9,0.5886524822695036,3.7339,299.562596751,1
mp-27830,Cs2SeCl6,2.75,8.14,3.08,0.6216216216216215,3.0464,303.877549929,1
mp-14069,CsAlO2,4.27,15.17,3.23,0.7870797626895187,4.6118,138.18616198799998,2
mp-676284,YAgSe2,0.44,23.63,9.45,0.6000846381718155,5.9344,198.512659336,0
mp-28439,KSc2F7,5.71,8.32,2.42,0.7091346153846154,2.9966,145.180611314,2
mp-5328,CdPS3,1.75,10.37,5.21,0.497589199614272,3.1655,251.335253951,1
mp-7650,RbScO2,3.45,20.92,4.05,0.8064053537284894,4.481,120.377614508,2
mp-556424,RbVF3,2.45,6.42,2.37,0.6308411214953271,4.1112,78.1172771913,2
mp-4497,Si2N2O,4.92,6.24,3.36,0.4615384615384615,2.7342,121.688484888,2
mp-8453,RbNaO,1.99,15.8,3.45,0.7816455696202531,3.6438,113.433621249,2
mp-34418,AgPF6,3.24,4.38,1.88,0.5707762557077626,2.9803,140.873035517,2
mp-19167,Rb2NiO2,2.78,7.32,2.89,0.605191256830601,3.6789,118.091162537,2
mp-558749,RbMnF3,2.94,9.06,2.33,0.7428256070640177,4.0875,80.19313130180001,2
mp-9636,CsSbF6,5.09,5.07,2.0,0.6055226824457594,3.8465,159.151120071,2
mp-23074,BiOF,3.12,16.92,4.92,0.7092198581560283,9.0375,89.6561101478,0
mp-5238,GaCuS2,0.71,11.55,8.9,0.2294372294372294,4.293,152.70087580700002,0
mp-23499,K2SnCl6,2.46,16.44,2.76,0.8321167883211678,2.5349,268.3262271,2
mp-11019,GaCuO2,0.78,10.49,5.84,0.4432793136320305,6.0439,90.8132160928,0
mp-27724,BPS4,2.26,4.06,3.26,0.1970443349753695,1.6116,175.19096376,1
mp-866062,HfSiRu2,0.17,81.95,51.23,0.374862721171446,11.4514,59.2669261749,0
mp-866141,TiFe2Si,0.4,66.11,37.31,0.4356375737407351,6.7581,46.1055761761,0
mp-28110,Rb2PtI6,0.51,10.95,5.15,0.5296803652968036,4.8813,383.525879852,1
mp-4255,Ba(CuS)2,0.51,29.33,10.61,0.638254347084896,5.623,97.0216391342,0
mp-30250,YAgO2,2.42,11.41,4.89,0.5714285714285714,5.5624,136.59096743700002,0
mp-558761,MnSnF6,2.41,5.63,2.25,0.6003552397868561,3.8286,124.754625685,2
mp-9479,Mg(AlSe2)2,1.05,8.1,5.4,0.3333333333333333,3.5796,182.841115369,1
mp-555911,TlAsF6,4.65,11.35,2.33,0.7947136563876652,4.8745,133.97657614,2
mp-7643,K2AgSb,1.19,12.62,7.37,0.4160063391442155,3.6171,282.631329863,1
mp-12442,KAuF6,2.11,6.46,2.47,0.6176470588235294,4.3741,132.890929915,2
mp-9517,SrTiN2,0.79,30.2,8.74,0.7105960264900663,4.5962,118.141832119,0
mp-8613,MnPS3,0.15,10.22,5.72,0.4403131115459882,2.6172,231.060215496,1
mp-558864,CrHgF6,1.42,9.15,3.26,0.6437158469945354,5.1837,117.427480422,0
mp-10165,KAlTe2,1.7000000000000002,9.95,6.1,0.3869346733668342,3.9685,268.86725156,1
mp-7928,K2PtS2,1.23,9.94,5.33,0.4637826961770624,4.4759,125.172743067,0
mp-8407,Li3LaP2,0.61,31.35,12.0,0.6172248803827751,3.4425,106.928026043,0
mp-541899,CsCdBr3,2.9,18.54,3.28,0.8230852211434736,4.3323,371.81580772,1
mp-5033,Tl2SiF6,4.98,16.06,2.49,0.8449564134495642,5.6349,162.324605193,2
mp-3748,AlCuO2,1.8,9.6,5.5600000000000005,0.4208333333333333,4.9823,40.8365105136,0
mp-9571,Ca(ZnAs)2,0.39,24.27,14.4,0.4066749072929542,4.959,107.381716909,0
mp-7100,LaOF,4.57,16.18,3.55,0.7805933250927071,5.8896,98.0647981141,2
mp-7908,Al2ZnTe4,1.63,10.85,8.27,0.2377880184331797,4.7055,222.233336297,0
mp-27635,Rb2SnI6,0.12,19.96,4.75,0.7620240480961924,4.1935,416.188935424,1
mp-5479,RbAlF4,6.88,7.6,2.03,0.7328947368421054,3.5453,88.2616637182,2
mp-752927,LiAgF2,1.6800000000000002,16.27,3.35,0.794099569760295,5.4488,93.1354346394,2
mp-9566,Sr(MgSb)2,0.98,16.35,10.15,0.3792048929663608,4.0839,154.408793178,0
mp-9846,RbCaSb,1.5,12.37,6.18,0.5004042037186742,3.2739,250.86899426,1
mp-8176,RbTlO2,0.85,15.39,5.31,0.6549707602339181,7.5926,70.3895365004,0
mp-8348,TlSbF6,4.33,12.66,2.31,0.8175355450236966,4.9899,146.46445922700002,2
mp-4175,ZnSnP2,0.7000000000000001,15.58,13.09,0.1598202824133504,4.3874,186.23935975,0
mp-7173,ScSbPt,0.64,21.78,19.25,0.1161616161616161,9.1985,65.3124060379,0
mp-3163,BaSnO3,0.37,22.51,5.47,0.7569968902709906,6.87,73.4881375547,0
mp-27546,CaClF,5.67,12.0,3.02,0.7483333333333334,2.9582,106.121853894,2
mp-10616,BaLiAs,0.6000000000000001,25.62,10.45,0.5921155347384855,4.3839,83.0265787329,0
mp-27369,RbGeCl3,3.76,8.45,2.8,0.668639053254438,2.5889,339.235958864,1
mp-8716,K2MnSe2,0.99,9.2,4.37,0.525,3.0848,313.371550817,1
mp-505825,Cs2PtC2,1.27,13.17,6.33,0.5193621867881549,5.3347,150.943202456,0
mp-23054,NaBiO3,1.09,10.54,4.52,0.571157495256167,6.1145,152.063215292,0
mp-27304,K2MnCl6,1.1,9.52,3.46,0.6365546218487395,2.3641,242.913186107,1
mp-570008,Sr3BiN,0.26,46.59,20.08,0.5690062245116978,5.5399,145.627631365,0
mp-5431,BaTeO3,2.71,19.49,3.82,0.8040020523345306,5.293,196.345138902,2
mp-11023,ScAuO2,1.76,15.27,7.15,0.5317616240995415,7.9891,113.871039181,0
mp-9008,RbTeAu,1.11,10.76,6.01,0.441449814126394,5.8371,233.293520545,0
mp-7922,CaPdF6,2.11,5.55,2.68,0.5171171171171172,3.5229,122.78143063,2
mp-29584,K4BeAs2,0.89,8.81,4.68,0.4687854710556186,2.1252,246.318445668,1
mp-4961,Na2HgO2,1.65,7.2,3.62,0.4972222222222222,5.6878,81.3278839809,0
mp-28698,Na4IrO4,0.43,9.04,3.83,0.5763274336283186,4.6135,125.318427463,0
mp-19409,Mn(AsO3)2,1.72,11.93,4.1,0.6563285834031852,5.0475,98.9496042523,0
mp-10644,TaTl3Se4,2.25,21.42,7.29,0.6596638655462185,7.0151,262.739926653,0
mp-9386,CsAu3Se2,2.17,12.26,5.16,0.5791190864600326,7.0371,208.069747575,0
mp-10322,BaHfN2,1.25,29.96,7.27,0.757343124165554,7.8107,146.196611715,0
mp-31454,TaSbRu,0.67,32.43,19.7,0.3925377736663583,11.2886,59.3955999005,0
mp-4081,TaCu3Se4,1.6,7.32,6.99,0.0450819672131147,6.1251,186.375773342,0
mp-29025,Li5Br2N,2.08,8.48,3.73,0.5601415094339622,2.4516,141.23223044600002,2
mp-23048,CsMnBr3,1.29,12.47,3.33,0.7329591018444266,4.0247,352.815798759,1
mp-7434,NaCuTe,0.63,15.49,9.44,0.3905745642349903,5.1731,137.471829036,0
mp-9631,AlAgO2,1.41,10.73,5.84,0.4557315936626281,6.0596,91.4446588756,0
mp-776230,LiFeF4,3.14,8.9,2.46,0.7235955056179776,3.3341,69.1183103414,2
mp-29763,RbMnBr3,1.18,20.51,3.34,0.8371526084836666,3.8057,331.714993516,1
mp-7738,LaSeF,1.73,21.24,6.31,0.702919020715631,6.1259,128.42167015,0
mp-9672,K2NiP2,0.64,13.49,8.63,0.3602668643439585,2.6508,249.1108386,1
mp-28944,BiTeCl,1.51,21.52,7.58,0.6477695167286245,5.4486,226.762800878,0
mp-30847,TiSnPt,0.79,26.32,20.81,0.2093465045592705,9.9257,60.504118955600006,0
mp-20329,InAgO2,0.24,9.2,5.59,0.3923913043478261,6.8315,123.814689708,0
mp-10402,TiTl2F6,3.87,42.08,3.07,0.9270437262357414,6.0578,156.414875046,2
mp-12558,LiMgAs,1.37,12.97,8.02,0.3816499614494988,2.9398,59.9678400762,0
mp-7430,Ca(CdSb)2,0.11,51.78,39.14,0.2441096948628814,5.6982,148.159474079,0
mp-6973,CsNaS,2.41,9.7,3.84,0.6041237113402063,3.3366,187.083862155,2
mp-9010,RbAuS,1.99,12.2,4.16,0.659016393442623,5.347,195.338694946,0
mp-7472,RbAuO2,1.46,5.52,3.5700000000000003,0.3532608695652174,5.6474,184.911034372,0
mp-560008,PNF2,5.62,3.24,2.17,0.3302469135802469,2.1955,125.51713116,2
mp-13949,Cd(GaTe2)2,1.04,13.2,10.02,0.2409090909090909,5.3552,236.359794614,0
